Program,Round,Recipient Name,Physical Address of Recipient - Suburb/Location,Physical Address of Recipient - Post Code,University Collaborator (if applicable),Other Partners; Collaborators (if applicable),Investment/Project Title,Primary Location of Activity/Project - Suburb,Primary Location of Activity/Project - Post Code,Multiple Locations of Activity/Project (if applicable),Approval date,Local Government /Council,RAP Region,State Electorate,Actual Contractual Commitment ($)
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,Griffith University,Nathan,4111.0,," Metro North Hospital and Health Service - Jamieson Trauma Institute 
 Metro North Hospital and Health Service - Clinical Skills Development Service 
 The University of Queensland  - St Lucia Campus - Master","Improving Emergency Trauma Care For Rural, Regional, And Remote Queenslanders - Chiara Santomauro",Herston,4006.0,"Interviews And Observations Will Be Conducted Across Various Rural, Regional, And Remote Sites In Queensland. The Clinical Trial Will Be Conducted In Mackay And Bundaberg, Queensland",18/11/2019,Brisbane (C),Brisbane And Redlands,Toohey,180000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,Griffith University,Nathan,4111.0,," Seqwater 
 Healthy Land and Water Ltd",Future Proofing QueenslandS Drinking Water Supply Using Green Infrastructure - Hannah Franklin,Nathan,4111.0,"117 Brisbane St, Ipswich Qld 4305; Level 19/160 Ann St, Brisbane City Qld 4000",18/11/2019,Brisbane (C),Brisbane And Redlands,Toohey,180000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The University Of Queensland,St Lucia,4067.0,," Tritium Pty Ltd 
 Evie Australia 
 Veitch Lister Consulting Pty Ltd 
 Mitsubishi Motors Australia Limited",Increasing Electric Vehicle Uptake To Deliver Energy Sector Co-Benefits - Jake Whitehead,St Lucia,4067.0,"Uq'S Moreton Bay Research Station, Stradbroke Island Is One Of The Proposed Sites For The Smart Charging Trial.",18/11/2019,Brisbane (C),Brisbane And Redlands,Maiwar,118647.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The University Of Queensland,St Lucia,4067.0,, Queensland Urban Utilities,Rapid And Comprehensive Microbial Profiling For Water Sustainability  Gaofeng Ni,Darra,4076.0,"1) Scientific Analytical Services (Sas) Laboratory, 180 Ashridge Road, Darra Qld, 4076;  2) Luggage Point Sewage Treatment Plant, Pinkenba, Qld, 4008",18/11/2019,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The University Of Queensland,St Lucia,4067.0,," EMvision Medical Devices Ltd 
 Metro South Hospital and Health Service  - Princess Alexandra Hospital",Portable And Fast Medical Imaging Using Electromagnetic Beamography - Ali Zamani,St Lucia,4067.0,"199 Ipswich Road, Woolloongabba, Brisbane, Qld, 4102; 10/12 Creek Street, Brisbane, Qld, 4000",18/11/2019,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The University Of Queensland,St Lucia,4067.0,," Metro South Hospital and Health Service - Princess Alexandra Hospital 
 BGI Australia",Beyond Visible: A Queensland Technology For Early Skin Cancer Diagnosis -Xiaoqiong Qi,St Lucia,4067.0,,18/11/2019,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The Council Of The Queensland Institute Of Medical Research,Herston,4006.0,," Xing Technologies Pty Ltd 
 BrizBrain & Spine",Brain: Enabling Precision Treatment For Brain Cancers Using Artificial Intelligence - Sriganesh Srihari,Herston,4006.0,"Brizbrain & Spine Neurosurgery Clinic, The Wesley Hospital,  Suite 20, Level 10, Chasely Street Auchenflower Qld 4066",18/11/2019,Brisbane (C),Brisbane And Redlands,Mcconnel,300000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The University Of Queensland,St Lucia,4067.0,, Zeotech Limited,Developing Low Cost Technology To Turn Clay To Zeolite-Hong Peng,Indooroopilly,4068.0,,18/11/2019,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Industry Research Fellowships,AQ Industry Research Fellowships 2019 Round 2,The University Of Queensland,St Lucia,4067.0,," Rio Tinto Aluminium Limited 
 Queensland Alumina Limited",Developing Marine Bacteria Biotechnology For Red Mud Rehabilitation And Rare-Earth Recovery - Fang You,St Lucia,4067.0,"Parson Point, Gladstone, Queensland 4680 Rio Tinto Aluminium, Brisbane, Qld",18/11/2019,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Industry Tech Fund,AQ IndustryTech Fund 2019-20 Round 2,Xing Group Holdings Pty Ltd,Sinnamon Park,4073.0,," Lumos Diagnostics Pty Ltd 
 RhinoMed Limited 
 Commonwealth Scientific And Industrial Research Organisation 
 Wagner Corporation Pty Ltd 
 Luina Bio Pty Ltd","Xavtrap® Platform Development And Deployment For Detection Of Covid-19, Influenzas And Other Contagious Viral Pathogens In Humans",Sinnamon Park,4073.0,,15/09/2020,Brisbane (C),Brisbane And Redlands,Mount Ommaney,546027.0
Innovate Queensland,,Impact Innovation Group Pty Ltd,Brisbane City,4000.0,,nan,Provision Of Innovation Services Contract No. Ditid 18009,Brisbane City,4000.0,Queensland Wide,31/07/2018,Brisbane (C),Brisbane,Mcconnel,1500000.0
Innovation Precincts And Places,,Queensland Treasury Corporation,Brisbane City,4000.0,University Of Queensland,University of Queensland,Comparative Economic Analysis Of Innovation Precincts,St Lucia,4067.0,University Of Queensland,26/08/2020,Brisbane (C),Brisbane,Mcconnel,10000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,The University Of Queensland,St Lucia,4067.0,," Shake It Up Australia Foundation 
 Anagenix Ltd (NZ) 
 Microba Pty Ltd 
 Metro North Hospital and Health Service (MNHHS) 
 Wesley Medical Research Ltd - Master 
 The Cure Parkinson's Trust, London UK",The Queensland Drug Repurposing Initiative,St Lucia,4067.0,Gold Coast,6/07/2017,Brisbane (C),Brisbane And Redlands,Maiwar,1260949.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,The University Of Queensland,St Lucia,4067.0,," Agrisolutions Australia Pty Ltd 
 University Of Southern Queensland - Springfield Campus - Master",Nanotechnology For Next-Generation Termiticides,St Lucia,4067.0,,6/07/2017,Brisbane (C),Brisbane And Redlands,Maiwar,540000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,The University Of Queensland,St Lucia,4067.0,," Manildra Group 
 Department of Agriculture and Fisheries 
 James Cook University - Cairns Campus - Master",Environmentally Responsive Biocomposite Fertilisers,St Lucia,4067.0,Cairns  /  Toowoomba,6/07/2017,Brisbane (C),Brisbane And Redlands,Maiwar,400000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,The University Of Queensland,Gatton,4343.0,," Dreamworld Ardent Leisure 
 Queensland University of Technology - Kelvin Grove Campus Master",A Living Koala Genome Bank,Gatton,4343.0,Coomera,6/09/2016,Lockyer Valley (R),Darling Downs,Lockyer,577730.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,The University Of Queensland,South Brisbane,4101.0,," Griffith University - Nathan Campus - Master 
 Cerebral Palsy Alliance 
 Merchant Charitable Foundation 
 Children's Health Queensland Hospital and Health Service - Master 
 CSIRO - Australian e-Health Research Centre - Master",Advancing Cerebral Palsy In Queensland,South Brisbane,4101.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,South Brisbane,1499710.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,The University Of Queensland,St Lucia,4067.0,," University of Southern Queensland 
 Donovan Family Investments Pty Ltd 
 Mac Farms Pty Ltd 
 L & R Collins Pty Ltd 
 Millwood Holdings Pty Ltd T/A Delroy Orchards 
 Primary Growth Pty Ltd T/AJasper Farms 
 Central Queensland University - Bundaberg Campus - Master 
 Duravo Pty Ltd 
 Andersons Horticulture Pty Ltd",Avocado Tissue-Culture: From Lab-To-Orchard,St Lucia,4067.0,Bundaberg  /  Tully  /  Lakeland  /  Duranbah (Nsw)  /  Pemberton (Wa)  /  Busselton (Wa),6/07/2017,Brisbane (C),Brisbane And Redlands,Maiwar,636000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,," CMTE Development Ltd T/A CRC Mining 
 Caterpillar of Australia Pty Ltd",Automation-Enabling Positioning For Underground Mining,Brisbane City,4000.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,428240.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,," Department of Agriculture and Fisheries 
 Aust-Grain Exports Pty Ltd",Advancing Tropical Pulses For Queensland,Brisbane City,4000.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,750000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,," 3D Industries Pty Ltd 
 Royal Brisbane and Women's Hospital Foundation - Master 
 Translational Research Institute 
 Biofabrication Design Solutions Pty Ltd",Additive Biomanufacturing Technology Platform,Brisbane City,4000.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,705000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,," Bioproton Pty Ltd 
 The University of Queensland - St Lucia Campus - Master 
 Kennedy Creek Lime Pty Ltd 
 Ridley AgriProducts Pty Ltd",Biomanufacturing Advanced Animal Feed Supplements,Brisbane City,4000.0,Mackay  /  Toowoomba  /  Clifton  /  Gatton  /  Townsville,6/09/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,894704.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,Central Queensland University,Norman Gardens,4701.0,," Griffith University - Gold Coast Campus - Master 
 Elevare Energy Pty Ltd",Battery And Microgrid Management Systems,Norman Gardens,4701.0,Enoggera,6/09/2016,Rockhampton (R),Central Queensland,Keppel,318721.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,Queensland University Of Technology,South Brisbane,4101.0,," Nindooinbah Pastoral Pty Ltd 
 James Cook University - Cairns Campus - Master",Improving Tick-Resistance In Beef Cattle,South Brisbane,4101.0,Beaudesert,6/09/2016,Brisbane (C),Brisbane And Redlands,South Brisbane,225000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,University Of Southern Queensland,Darling Heights (Toowoomba),4350.0,," James Cook University - Townsville Campus - Master 
 MBD Energy Limtited",Health Products From Queensland Algae,Darling Heights,4350.0,Townsville,6/09/2016,Toowoomba (R),Darling Downs,Toowoomba South,258977.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,James Cook University,Douglas (Townsville),4814.0,," Ceres Tag Pty Ltd 
 CSIRO - Townsville - Master",Smart Ear Tag For Livestock,Douglas,4814.0,Brisbane  /  Charters Towers,6/07/2017,Townsville (C),Townsville,Mundingburra,1500000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,," Arrow Energy Pty Ltd 
 Santos Limited 
 QGC Pty Limited 
 Queensland University of Technology - Gardens Point Campus - Master 
 Australia Pacific LNG Pty Ltd",Bentonite Abandonment Plugs,St Lucia,4067.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Maiwar,175000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,The University Of Queensland,St Lucia,4067.0,," Alsonex Pty Ltd 
 Australia Huntingtons Disease Association Qld Inc 
 Royal Brisbane and Women's Hospital Foundation - Master 
 The MND and Me Foundation Ltd",New Treatments For Brain Disease,St Lucia,4067.0,,6/07/2017,Brisbane (C),Brisbane And Redlands,Maiwar,960000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,," University of Technology Sydney 
 Griffith University - Nathan Campus - Master 
 Southern Cross University 
 Queensland Urban Utilities 
 City of Gold Coast 
 Wide Bay Water Corporation 
 South Australian Water Corporation 
 Western Australia Water Corporation",Zero-Energy Sewage Treatment,St Lucia,4067.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Maiwar,677953.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,University Of The Sunshine Coast,Sippy Downs,4556.0,," Green Coast Resources Pty Ltd 
 The University of Queensland - St Lucia Campus - Master 
 Wik Timber Holdings Pty Ltd","Indigenous Employment, Forestry Livelihoods Mining",Weipa,4874.0,Weipa,6/07/2017,Sunshine Coast (R),Far North Queensland,Buderim,540000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,," QMI (Queensland Manufacturing Institute) Solutions 
 Boeing Defence Australia",Translating Incremental-Sheet-Forming To Market,St Lucia,4067.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Maiwar,1224000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,," Metro North Health and Hospital Services - Master 
 Children's Health Queensland Hospital and Health Service - Master",Rapid Diagnosis Of Pathogenic Infections,St Lucia,4067.0,,6/09/2016,Brisbane (C),Brisbane And Redlands,Maiwar,448281.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,Qimr Berghofer Medical Research Institute,Herston,4006.0,," Mater Hospital 
 Queensland University of Technology - Kelvin Grove Campus Master",Commercialise Multi-Modal Imaging And Stimulation,Herston,4006.0,,6/07/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,1500000.0
Innovation Partnerships Grants,AQ Innovation Partnerships 2016-17 Round 2,The University Of Queensland,Woolloongabba,4102.0,," QIMR Berghofer Medical Research Institute - Master 
 Sullivan Nicolaides Pathology",Assessment Of Precision Melanoma Diagnostics,Woolloongabba,4102.0,,6/07/2017,Brisbane (C),Brisbane And Redlands,South Brisbane,120000.0
International Delegations,,Jannah Dryden,Cairns,4870.0,,Startup Catalyst/Advance Queensland,Female Founders,London,,,9/10/2017,Cairns (R),Nonqueensland,Mackay,5500.0
International Delegations,,Megan Avard,Pimpama,4209.0,,Startup Catalyst/Advance Queensland,Female Founders,London,,,9/10/2017,Gold Coast (C),Nonqueensland,Mackay,5500.0
International Delegations,,Iot Australasia Pty Ltd Ta Water Save,Cairns,4870.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Cairns (R),Nonqueensland,Mackay,5000.0
International Delegations,,Ceres Tag Pty Ltd,Bunya,4055.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Moreton Bay (R),Nonqueensland,Mackay,5000.0
International Delegations,,Sustainable Organic Solutions Pty. Ltd.,Indooroopilly,4068.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Scout Aerial Media And Surveying,Eight Mile Plains,4113.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Startup Catalyst Pty Ltd,Fortitude Valley,4006.0,,"Startup Catalyst, Austrade",Israel Mission,Israel,,,2/05/2017,Brisbane (C),Nonqueensland,Mackay,10000.0
International Delegations,,V-Tol Aerospace Pty Limited,Rocklea,4106.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Movus,Indooroopilly,4068.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Nexgen Plants Pty Ltd,St Lucia,4067.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Anne-Marie Walton,Ipswich,4305.0,,Startup Catalyst/Advance Queensland,Female Founders,London,,,9/10/2017,Ipswich (C),Nonqueensland,Mackay,5500.0
International Delegations,,Bioproton Pty Ltd,Acacia Ridge,4110.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Hydrox Technologies Pty Ltd,Sumner,4074.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Brisbane (C),Nonqueensland,Mackay,5000.0
International Delegations,,Agrihive,Longreach,4730.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Longreach (R),Nonqueensland,Mackay,5000.0
International Delegations,,Bronwyn Fenech,Rockhampton,4700.0,,Startup Catalyst/Advance Queensland,Female Founders,London,,,9/10/2017,Rockhampton (R),Nonqueensland,Mackay,5500.0
International Delegations,,Blockgrain,Burleigh Heads,4220.0,,Austrade and Startup Catalyst,Israel Mission,Israel,,,12/07/2017,Gold Coast (C),Nonqueensland,Mackay,5000.0
International Delegations,,Bronwyn Buksh,Peregian Beach,4573.0,,Startup Catalyst/Advance Queensland,Female Founders,London,,,9/10/2017,Noosa (S),Nonqueensland,Mackay,5500.0
Johnson & Johnson,Johnson & Johnson,Golden Biotechnology Corporation,New Taipei City 251,,, Queensland University of Technology - Kelvin Grove Campus Master,Antroquinonol: A New Chemical Entity From Antrodia Camphorata,Kelvin Grove,4059.0,,14/05/2016,Nonqueensland,Brisbane And Redlands,Nonqueensland,99475.0
Johnson & Johnson,Johnson & Johnson,Atomo Diagnostics Pty Ltd,Leichhardt,2040.0,,nan,Development Of A Rapid Troponin Lateral Flow Test Strip,Eight Mile Plains,4113.0,,14/05/2016,Nonqueensland,Brisbane And Redlands,Nonqueensland,100000.0
